,Unnamed: 0,policy_rk,total_premium_amt,coverage,repair_option,paid_flg,region,auto_make,auto_model,auto_cost,vehicle_mileage_km_amt,vehicle_new_flg,audatex_claim_cnt,audatex_total_cost_amt,vehicle_issue_year,vehicle_credit_flg,min_driver_experience_years_cnt,insurant_gender_cd,age,issue_flg,expected_loss_amt,transition_flg,premium_transition_amt,renewed_issue_flg,renewed_paid_flg,unique
8021,9015,371637822,793440.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volvo,Volvo XC60,4340000.0,20000.0,0.0,0.0,0.0,2020,1,14,F,39.0,1,469590.48,0.0,0.0,1,0,371637822F39.0
8024,9018,371638011,273600.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Kia,Kia Sportage,1400000.0,1000.0,0.0,1.0,320562.0,2018,0,13,M,43.0,1,202408.47,0.0,0.0,1,1,371638011M43.0
8027,9021,371638095,173680.92,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mitsubishi,Mitsubishi ASX,1000000.0,4900.0,0.0,0.0,0.0,2013,0,10,F,35.0,1,0.0,0.0,0.0,0,0,371638095F35.0
8029,9023,371638749,199800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Toyota,Toyota Camry,2500000.0,5.0,1.0,0.0,0.0,2022,1,28,M,57.0,1,250359.84,0.0,0.0,0,0,371638749M57.0
8035,9031,371640117,232200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Алтайский край,exeed,exeed txl,2281400.0,999.0,0.0,0.0,0.0,2021,1,0,M,50.0,1,168148.8,0.0,0.0,0,0,371640117M50.0
8036,9032,371640123,494640.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz E-class,2900000.0,36000.0,0.0,0.0,0.0,2019,0,20,M,39.0,1,346297.86,1.0,990000.0,1,1,371640123M39.0
8044,9045,371642172,93600.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Татарстан,Kia,Kia Rio,1300000.0,22500.0,0.0,0.0,0.0,2020,1,11,M,30.0,1,51180.21,1.0,442395.0,0,0,371642172M30.0
8045,9046,371642190,341903.7,Полное КАСКО,Ремонт на СТОА официального дилера,1,Пермский край,Mitsubishi,Mitsubishi Outlander,1142634.6,0.0,0.0,0.0,0.0,2019,1,33,M,56.0,1,0.0,0.0,0.0,0,0,371642190M56.0
8046,9047,371642199,59040.0,Тоталь + Угон,Ремонт на СТОА по направлению страховщика,1,Нижегородская область,Renault,Renault Sandero Stepway,650000.0,12500.0,0.0,1.0,335871.0,2019,1,11,F,43.0,1,12563.82,1.0,95400.0,1,0,371642199F43.0
8049,9050,371642532,144000.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Саратовская область,Chery,Chery Tiggo 7 Pro,850000.0,0.0,1.0,0.0,0.0,2021,1,22,M,50.0,1,29302.65,0.0,0.0,0,0,371642532M50.0
8050,9051,371642700,245106.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,BMW,BMW 2er Gran Coupe,2800000.0,5000.0,0.0,0.0,0.0,2021,1,10,F,51.0,1,107806.23,0.0,0.0,1,1,371642700F51.0
8051,9052,371642904,786600.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ивановская область,Mitsubishi,Mitsubishi Outlander,2520000.0,0.0,1.0,0.0,0.0,2021,0,21,M,57.0,1,499874.31,0.0,0.0,1,1,371642904M57.0
8054,9056,371643369,114300.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Удмуртская республика,Volkswagen,Volkswagen Jetta,700000.0,97000.0,0.0,1.0,1109619.0,2016,1,24,M,54.0,1,40425.66,0.0,0.0,1,1,371643369M54.0
8063,9065,371643924,170434.8,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan Murano,1800000.0,41000.0,0.0,0.0,0.0,2017,0,23,F,46.0,1,0.0,0.0,0.0,1,1,371643924F46.0
8066,9068,371644404,41698.71,Только Угон,Отсутствует/неизвестно,1,Москва,Mercedes-Benz,Mercedes-Benz C-class,1152000.0,78000.0,0.0,0.0,0.0,2014,0,15,F,34.0,1,0.0,0.0,0.0,1,1,371644404F34.0
8077,9084,371646156,234270.0,Полное КАСКО,Эконом ремонт на СТОА по направлению Страховщика,1,Москва,Volkswagen,Volkswagen Tiguan,1150000.0,60000.0,0.0,1.0,149661.0,2012,0,8,F,34.0,1,157859.46,0.0,0.0,0,0,371646156F34.0
8081,9088,371646570,133650.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Corolla,1700000.0,1500.0,0.0,0.0,0.0,2021,1,25,F,43.0,1,66927.96,1.0,304335.0,1,0,371646570F43.0
8090,9098,371647467,540000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Subaru,Subaru XV,1900000.0,16000.0,0.0,1.0,465795.0,2019,1,30,M,59.0,1,385581.15,0.0,0.0,1,0,371647467M59.0
8093,9101,371647902,108561.33,Полное КАСКО,Эконом ремонт на СТОА по направлению Страховщика,1,Москва,Volkswagen,Volkswagen Touareg,2000000.0,49000.0,0.0,0.0,0.0,2013,0,8,M,40.0,1,0.0,0.0,0.0,1,1,371647902M40.0
8095,9103,371648175,154080.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Новосибирская область,ВАЗ,ВАЗ Granta,600000.0,22000.0,0.0,0.0,0.0,2020,1,16,M,44.0,1,23621.67,1.0,223533.0,0,0,371648175M44.0
8101,9109,371648436,884250.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz E-class,4300000.0,0.0,1.0,0.0,0.0,2021,1,25,M,24.0,1,575304.3,0.0,0.0,0,0,371648436M24.0
8109,9119,371649045,197092.44,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Mitsubishi,Mitsubishi Outlander,1500000.0,1000.0,0.0,0.0,0.0,2018,0,32,M,59.0,1,0.0,0.0,0.0,1,1,371649045M59.0
8126,9138,371650308,184842.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Creta,1446000.0,7990.0,0.0,0.0,0.0,2021,1,7,M,35.0,1,58437.27,0.0,0.0,1,1,371650308M35.0
8129,9141,371650530,201600.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Hyundai,Hyundai Santa Fe,2500000.0,1200.0,0.0,1.0,617364.0,2020,1,17,M,46.0,1,44136.09,0.0,351000.0,0,0,371650530M46.0
8131,9143,371650635,80640.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Татарстан,Kia,Kia Rio,1000000.0,26000.0,0.0,0.0,0.0,2020,1,11,F,42.0,1,39369.42,1.0,334026.0,0,0,371650635F42.0
8133,9146,371650884,185040.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio X,1200000.0,30.0,0.0,0.0,0.0,2020,1,32,M,57.0,1,59065.65,1.0,503595.0,1,1,371650884M57.0
8140,9154,371651607,135221.13,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Nissan,Nissan Terrano,900000.0,25000.0,0.0,0.0,0.0,2017,1,7,M,54.0,1,0.0,0.0,0.0,1,1,371651607M54.0
8142,9156,371651727,129600.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Ханты-Мансийский автономный округ,Renault,Renault Arkana,1293771.0,15000.0,0.0,0.0,0.0,2021,1,9,F,33.0,1,15453.9,1.0,499743.0,1,1,371651727F33.0
8148,9162,371652228,152775.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Ceed,1248000.0,57727.0,0.0,4.0,1381590.0,2019,0,10,M,29.0,1,61416.27,0.0,0.0,1,1,371652228M29.0
8149,9163,371652651,895276.8,Полное КАСКО,Ремонт на СТОА официального дилера,1,Пензенская область,BMW,BMW 5er,5200000.0,10000.0,0.0,0.0,0.0,2020,0,16,M,44.0,1,567252.81,1.0,2123271.0,0,0,371652651M44.0
8154,9168,371653062,895500.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Kia,Kia Sorento,2120000.0,51000.0,0.0,1.0,530667.0,2019,1,10,F,33.0,1,417347.55,0.0,0.0,1,0,371653062F33.0
8159,9174,371653578,440028.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Karoq,2000000.0,20000.0,0.0,0.0,0.0,2021,0,19,M,41.0,1,325988.19,1.0,539100.0,1,0,371653578M41.0
8160,9175,371653641,381600.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,BMW,BMW 3er,1800000.0,100000.0,0.0,0.0,0.0,2018,1,10,F,29.0,1,208705.14,1.0,442296.0,1,1,371653641F29.0
8161,9177,371654088,136467.99,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Volkswagen,Volkswagen Tiguan,2039624.0,10000.0,0.0,0.0,0.0,2019,1,3,M,47.0,1,0.0,0.0,0.0,1,1,371654088M47.0
8162,9178,371654151,549000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia K5,4500000.0,10900.0,0.0,0.0,0.0,2021,1,12,M,31.0,1,400365.27,0.0,0.0,1,1,371654151M31.0
8169,9186,371655108,329236.92,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Audi,Audi Q3,1093000.0,25500.0,0.0,0.0,0.0,2014,0,10,M,52.0,1,0.0,0.0,0.0,1,1,371655108M52.0
8171,9189,371655594,270720.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio,1011000.0,10000.0,0.0,0.0,0.0,2021,1,8,M,28.0,1,197799.66,1.0,689751.0,0,0,371655594M28.0
8179,9198,371657208,126849.06,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Subaru,Subaru Impreza XV,1111320.0,38000.0,0.0,0.0,0.0,2017,1,29,M,48.0,1,0.0,0.0,0.0,0,0,371657208M48.0
8183,9202,371657703,99000.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,ВАЗ,ВАЗ Largus,606689.0,0.0,1.0,0.0,0.0,2021,1,31,M,50.0,1,24458.4,0.0,0.0,0,0,371657703M50.0
8185,9204,371658093,519300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Polo,1200000.0,10000.0,0.0,1.0,2074068.0,2020,0,10,M,37.0,1,375545.97,0.0,0.0,1,0,371658093M37.0
8186,9205,371658246,233865.18,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Kia,Kia Ceed,630000.0,64500.0,0.0,0.0,0.0,2015,0,11,M,42.0,1,0.0,0.0,0.0,1,0,371658246M42.0
8190,9209,371658750,257040.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Octavia,1326527.0,35500.0,0.0,0.0,0.0,2019,0,15,M,37.0,1,145080.63,1.0,332910.0,0,0,371658750M37.0
8191,9210,371658864,118800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Soul,1200000.0,47000.0,0.0,0.0,0.0,2021,1,18,M,44.0,1,23634.72,1.0,412713.0,1,1,371658864M44.0
8192,9211,371658909,124875.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Polo,1000000.0,14999.0,0.0,1.0,1197999.0,2020,0,27,F,55.0,1,21593.43,0.0,0.0,0,0,371658909F55.0
8202,9222,371660157,468000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Псковская область,Hyundai,Hyundai Sonata,2650000.0,0.0,1.0,0.0,0.0,2021,1,14,M,32.0,1,394975.8,0.0,0.0,1,1,371660157M32.0
8205,9227,371660295,734670.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Camry,2643000.0,2.0,1.0,0.0,0.0,2022,0,14,M,41.0,1,350863.56,0.0,0.0,0,0,371660295M41.0
8211,9233,371660868,201375.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Skoda,Skoda Rapid,860800.0,10000.0,0.0,1.0,1159938.0,2019,1,10,M,31.0,1,131981.58,0.0,218085.03,0,0,371660868M31.0
8218,9242,371661933,281178.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Пермский край,Renault,Renault Captur,865000.0,58000.0,0.0,1.0,724221.0,2017,0,12,F,31.0,1,118450.71,0.0,0.0,1,1,371661933F31.0
8220,9246,371662320,286560.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Subaru,Subaru Forester,1900000.0,9000.0,0.0,1.0,656397.0,2016,0,18,M,58.0,1,177433.92,1.0,441180.0,0,0,371662320M58.0
8221,9247,371662383,252720.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Elantra,1800000.0,7500.0,0.0,0.0,0.0,2020,1,13,M,34.0,1,180375.39,1.0,612675.0,1,1,371662383M34.0
8228,9255,371662830,14760.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Volkswagen,Volkswagen Polo,600000.0,85000.0,0.0,0.0,0.0,2013,0,12,F,33.0,1,36620.28,0.0,0.0,1,1,371662830F33.0
8231,9258,371663460,612000.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mercedes-Benz,Mercedes-Benz GLE-class,3171150.0,80000.0,0.0,1.0,4122.0,2015,0,26,M,56.0,1,354241.62,1.0,743085.0,1,1,371663460M56.0
8232,9259,371663523,136080.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ростовская область,Kia,Kia Rio,1002000.0,16700.0,0.0,0.0,0.0,2020,1,14,F,37.0,1,98331.48,1.0,515880.0,0,0,371663523F37.0
8237,9265,371664489,101470.77,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Карелия,Kia,Kia Rio,470000.0,41000.0,0.0,0.0,0.0,2013,0,12,M,31.0,1,0.0,0.0,0.0,1,1,371664489M31.0
8246,9274,371665428,479520.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Sorento,3061000.0,7990.0,0.0,0.0,0.0,2021,0,25,M,44.0,1,315126.63,1.0,581103.0,1,1,371665428M44.0
8250,9278,371665632,333900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Tiguan,3200000.0,25000.0,0.0,0.0,0.0,2020,0,12,M,32.0,1,276641.37,0.0,0.0,0,0,371665632M32.0
8252,9280,371665836,472500.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Opel,Opel Zafira Life,2700000.0,1000.0,0.0,0.0,0.0,2021,1,19,M,42.0,1,328916.34,0.0,0.0,1,0,371665836M42.0
8253,9281,371666022,812700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Карелия,Mitsubishi,Mitsubishi Outlander,1800000.0,9000.0,0.0,1.0,734382.0,2021,1,10,M,39.0,1,600000.84,0.0,783657.0,0,0,371666022M39.0
8260,9289,371666994,721800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Land Rover,Land Rover Range Rover Sport,2842000.0,99000.0,0.0,3.0,5728419.0,2015,0,23,M,42.0,1,107520.48,0.0,0.0,0,0,371666994M42.0
8265,9295,371667540,1042173.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mercedes-Benz,Mercedes-Benz CLS-class,5300000.0,40000.0,0.0,2.0,4171221.0,2018,0,15,M,35.0,1,792487.89,0.0,0.0,0,0,371667540M35.0
8267,9297,371667675,536220.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Stinger,2300000.0,30000.0,0.0,0.0,0.0,2018,0,15,M,34.0,1,471682.71,0.0,0.0,1,1,371667675M34.0
8273,9304,371668461,293760.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Kia,Kia K5,2091000.0,1000.0,0.0,0.0,0.0,2020,1,28,F,54.0,1,42784.29,1.0,769500.0,1,0,371668461F54.0
8274,9305,371668479,196732.62,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Rav4,1260000.0,50000.0,0.0,0.0,0.0,2017,0,18,F,64.0,1,0.0,0.0,0.0,1,1,371668479F64.0
8276,9307,371668674,436320.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Mercedes-Benz,Mercedes-Benz GLB,2800000.0,6000.0,0.0,0.0,0.0,2020,1,15,M,38.0,1,382337.28,1.0,831564.0,0,0,371668674M38.0
8277,9308,371668851,108720.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Нижегородская область,Hyundai,Hyundai Sonata,1700000.0,19000.0,0.0,0.0,0.0,2020,1,18,M,43.0,1,66927.96,1.0,559278.0,1,0,371668851M43.0
8280,9311,371669043,123274.26,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Volkswagen,Volkswagen Polo,819621.0,15000.0,0.0,0.0,0.0,2019,1,17,M,44.0,1,0.0,0.0,0.0,1,1,371669043M44.0
8284,9315,371669376,394560.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mercedes-Benz,Mercedes-Benz C-class AMG,2000000.0,90000.0,0.0,3.0,3798315.0,2016,0,20,M,26.0,1,291006.27,1.0,686592.0,0,0,371669376M26.0
8285,9316,371669757,242474.76,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Kia,Kia Optima,1500000.0,85141.0,0.0,0.0,0.0,2014,0,20,M,40.0,1,0.0,0.0,0.0,0,0,371669757M40.0
8286,9318,371669979,854100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz A-class,2130000.0,20756.0,0.0,0.0,0.0,2018,0,27,F,52.0,1,511668.81,0.0,0.0,0,0,371669979F52.0
8289,9322,371670252,747360.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Porsche,Porsche Cayenne,4000000.0,20530.0,0.0,0.0,0.0,2015,0,28,F,58.0,1,617186.97,1.0,1808451.0,1,1,371670252F58.0
8295,9329,371670717,219510.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Hyundai,Hyundai Solaris,900000.0,30000.0,0.0,0.0,0.0,2021,1,5,F,43.0,1,48799.44,0.0,0.0,0,0,371670717F43.0
8297,9332,371670930,442080.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Mitsubishi,Mitsubishi Outlander,2000000.0,15000.0,0.0,0.0,0.0,2020,0,14,M,39.0,1,243972.36,1.0,566406.0,0,0,371670930M39.0
8298,9333,371671086,127440.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Псковская область,Kia,Kia Rio X-Line,600000.0,97800.0,0.0,0.0,0.0,2018,0,13,M,59.0,1,16247.79,1.0,132786.0,0,0,371671086M59.0
8299,9334,371671095,623520.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz C-class,2600000.0,10000.0,0.0,0.0,0.0,2020,1,16,F,37.0,1,408209.4,1.0,985635.0,1,0,371671095F37.0
8302,9337,371671884,172530.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Renault,Renault Fluence,431215.0,48117.0,0.0,2.0,1446615.0,2012,0,18,M,43.0,1,74194.47,1.0,236430.0,0,0,371671884M43.0
8306,9343,371672544,371659.05,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Rapid,1350000.0,18000.0,0.0,0.0,0.0,2021,1,14,M,33.0,1,0.0,0.0,0.0,0,0,371672544M33.0
8313,9351,371673222,1291500.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Porsche,Porsche Boxster S,6015000.0,23500.0,0.0,0.0,0.0,2017,0,9,M,28.0,1,916669.44,0.0,0.0,0,0,371673222M28.0
8317,9356,371673720,241200.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Архангельская область,Renault,Renault Duster,1357000.0,6000.0,0.0,0.0,0.0,2020,1,33,M,60.0,1,160518.78,0.0,0.0,1,1,371673720M60.0
8318,9357,371673780,693405.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Audi,Audi Q5,3200000.0,14500.0,0.0,0.0,0.0,2020,1,20,M,40.0,1,452452.86,1.0,1037670.75,0,0,371673780M40.0
8322,9361,371674377,184320.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Soul,1750000.0,10000.0,0.0,0.0,0.0,2021,1,20,M,39.0,1,133784.37,1.0,349218.0,1,1,371674377M39.0
8323,9362,371674569,488142.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia K5,2500000.0,16000.0,0.0,0.0,0.0,2021,1,4,M,30.0,1,346805.82,0.0,0.0,0,0,371674569M30.0
8326,9365,371674707,299700.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Нижегородская область,Haval,Haval F7,1400000.0,14000.0,0.0,0.0,0.0,2019,1,16,M,41.0,1,213657.84,0.0,0.0,1,1,371674707M41.0
8334,9374,371676246,51054.21,Полное КАСКО,Ремонт на СТОА официального дилера,1,Пензенская область,Mercedes-Benz,Mercedes-Benz M-class,4000000.0,49000.0,0.0,0.0,0.0,2013,0,11,M,42.0,1,0.0,0.0,0.0,1,1,371676246M42.0
8337,9377,371719479,401760.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Audi,Audi A3,1500000.0,4500.0,0.0,0.0,0.0,2018,0,6,F,35.0,1,227219.13,1.0,1001244.69,0,0,371719479F35.0
8340,9381,371728917,209303.91,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Volkswagen,Volkswagen Touareg,2500000.0,10000.0,0.0,0.0,0.0,2020,0,19,M,38.0,1,0.0,0.0,0.0,1,1,371728917M38.0
8342,9384,371756145,504720.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Outlander,1348050.0,15000.0,0.0,0.0,0.0,2018,0,4,M,64.0,1,313486.65,1.0,411912.0,1,0,371756145M64.0
8345,9387,371779755,486900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 5er,2300000.0,90000.0,0.0,0.0,0.0,2016,0,12,M,30.0,1,583312.23,0.0,0.0,0,0,371779755M30.0
8351,9393,371816565,194637.24,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Мурманская область,Opel,Opel Mokka,1000000.0,76719.0,0.0,0.0,0.0,2013,0,14,M,45.0,1,0.0,0.0,0.0,1,1,371816565M45.0
8353,9396,371855733,712817.55,Полное КАСКО,Ремонт на СТОА официального дилера,1,Калужская область,BMW,BMW 3er,4000000.0,500.0,0.0,0.0,0.0,2020,0,9,M,36.0,1,0.0,0.0,0.0,1,1,371855733M36.0
8354,9397,371867034,478080.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Outlander,2000000.0,15000.0,0.0,0.0,0.0,2021,1,17,M,48.0,1,317078.1,1.0,787302.0,0,0,371867034M48.0
8355,9398,371884431,756900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,BMW,BMW 4er,4500000.0,5000.0,0.0,0.0,0.0,2020,0,12,M,33.0,1,526846.23,0.0,0.0,0,0,371884431M33.0
8360,9403,371917884,575424.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mazda,Mazda 6,1900000.0,10000.0,0.0,1.0,2981844.0,2018,0,15,M,34.0,1,236433.33,1.0,414000.0,1,0,371917884M34.0
8361,9404,371922504,226116.99,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Нижегородская область,Kia,Kia Rio,477000.0,53000.0,0.0,0.0,0.0,2016,0,15,F,46.0,1,0.0,0.0,0.0,1,1,371922504F46.0
8362,9405,371933256,152532.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Volkswagen,Volkswagen Polo,1000000.0,15000.0,0.0,0.0,0.0,2020,0,19,M,38.0,1,0.0,0.0,285912.0,0,0,371933256M38.0
8365,9408,371974929,76135.68,Только Угон,Отсутствует/неизвестно,1,Москва,Hyundai,Hyundai Creta,800000.0,35000.0,0.0,0.0,0.0,2016,0,11,M,34.0,1,0.0,0.0,0.0,1,1,371974929M34.0
8368,9411,372037893,73397.88,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Land Rover,Land Rover Discovery Sport,1890000.0,28964.0,0.0,0.0,0.0,2017,0,16,F,38.0,1,0.0,0.0,0.0,1,1,372037893F38.0
8373,9418,372086016,414900.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Peugeot,Peugeot 5008,2600000.0,13000.0,0.0,1.0,829566.0,2020,1,10,F,29.0,1,359693.64,0.0,0.0,1,1,372086016F29.0
8374,9420,372087555,340560.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia K5,1950000.0,1001.0,0.0,0.0,0.0,2021,1,16,M,45.0,1,245761.83,1.0,540000.0,0,0,372087555M45.0
8376,9422,372115284,311658.84,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Camry,1800000.0,51200.0,0.0,0.0,0.0,2018,0,13,F,39.0,1,0.0,0.0,0.0,1,1,372115284F39.0
8381,9427,372215760,532080.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Santa Fe,3000000.0,500.0,0.0,0.0,0.0,2019,0,8,M,57.0,1,372442.5,1.0,489537.0,1,1,372215760M57.0
8383,9430,372276909,289440.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan X-Trail,1700000.0,27000.0,0.0,0.0,0.0,2017,1,28,M,53.0,1,190853.46,1.0,183510.0,0,0,372276909M53.0
8384,9431,372279201,89947.89,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Пензенская область,Land Rover,Land Rover Range Rover,2000000.0,49000.0,0.0,0.0,0.0,2013,0,23,M,43.0,1,0.0,0.0,0.0,1,1,372279201M43.0
8386,9433,372333819,412992.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Пензенская область,Mazda,Mazda CX-9,3622300.0,1000.0,0.0,0.0,0.0,2020,0,27,M,46.0,1,371816.37,1.0,1082961.0,0,0,372333819M46.0
8389,9436,372333915,57375.0,Только Угон,Отсутствует/неизвестно,1,Псковская область,Hyundai,Hyundai i40,913500.0,35835.0,0.0,0.0,0.0,2016,0,14,F,34.0,1,64430.82,0.0,0.0,1,1,372333915F34.0
8390,9437,372334041,168480.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Нижегородская область,Kia,Kia Cerato,1800000.0,16000.0,0.0,0.0,0.0,2021,1,11,F,32.0,1,70864.92,1.0,162000.0,0,0,372334041F32.0
8392,9440,372334098,246640.41,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Санкт-Петербург,Hyundai,Hyundai Solaris,750000.0,85000.0,0.0,0.0,0.0,2015,0,28,M,40.0,1,0.0,0.0,0.0,1,1,372334098M40.0
8395,9443,372334422,650668.68,Полное КАСКО,Ремонт на СТОА официального дилера,1,Нижегородская область,Chevrolet,Chevrolet TrailBlazer,2492000.0,0.0,1.0,0.0,0.0,2021,1,14,F,54.0,1,434183.04,0.0,0.0,1,0,372334422F54.0
8397,9445,372334533,195840.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Outlander,1800000.0,20500.0,0.0,0.0,0.0,2020,1,13,F,48.0,1,44315.19,0.0,0.0,0,0,372334533F48.0
